indicator,county_code,county_name,year,window,month,age_group,sex,value,count,suppressed
psych_adhd_childhood_per_100k,22,Västernorrland,2017,,,45-54,T,311.6,102,False
psych_adhd_childhood_per_100k,22,Västernorrland,2018,,,45-54,T,334.6,109,False
psych_adhd_childhood_per_100k,22,Västernorrland,2019,,,45-54,T,471.7,152,False
psych_adhd_childhood_per_100k,22,Västernorrland,2020,,,45-54,T,570.7,181,False
psych_adhd_childhood_per_100k,22,Västernorrland,2021,,,45-54,T,654.5,203,False
psych_adhd_childhood_per_100k,22,Västernorrland,2022,,,45-54,T,685.7,208,False
psych_adhd_childhood_per_100k,22,Västernorrland,2023,,,45-54,T,766.5,228,False
psych_adhd_childhood_per_100k,22,Västernorrland,2024,,,45-54,T,775.0,228,False
psych_adhd_childhood_per_100k,22,Västernorrland,2025,,,45-54,T,728.9,212,False
psych_adhd_childhood_per_100k,23,Jämtland,2008,,,45-54,M,58.8,5,False
psych_adhd_childhood_per_100k,23,Jämtland,2009,,,45-54,M,59.2,5,False
psych_adhd_childhood_per_100k,23,Jämtland,2010,,,45-54,M,59.4,5,False
psych_adhd_childhood_per_100k,23,Jämtland,2011,,,45-54,M,106.2,9,False
psych_adhd_childhood_per_100k,23,Jämtland,2012,,,45-54,M,258.8,22,False
psych_adhd_childhood_per_100k,23,Jämtland,2013,,,45-54,M,235.8,20,False
psych_adhd_childhood_per_100k,23,Jämtland,2014,,,45-54,M,320.8,27,False
psych_adhd_childhood_per_100k,23,Jämtland,2015,,,45-54,M,310.6,26,False
psych_adhd_childhood_per_100k,23,Jämtland,2016,,,45-54,M,273.1,23,False
psych_adhd_childhood_per_100k,23,Jämtland,2017,,,45-54,M,378.0,32,False
psych_adhd_childhood_per_100k,23,Jämtland,2018,,,45-54,M,544.1,46,False
psych_adhd_childhood_per_100k,23,Jämtland,2019,,,45-54,M,639.7,54,False
psych_adhd_childhood_per_100k,23,Jämtland,2020,,,45-54,M,637.8,53,False
psych_adhd_childhood_per_100k,23,Jämtland,2021,,,45-54,M,818.4,67,False
psych_adhd_childhood_per_100k,23,Jämtland,2022,,,45-54,M,769.5,62,False
psych_adhd_childhood_per_100k,23,Jämtland,2023,,,45-54,M,1003.0,80,False
psych_adhd_childhood_per_100k,23,Jämtland,2024,,,45-54,M,1145.3,92,False
psych_adhd_childhood_per_100k,23,Jämtland,2025,,,45-54,M,1435.8,115,False
psych_adhd_childhood_per_100k,23,Jämtland,2008,,,45-54,K,24.9,1,False
psych_adhd_childhood_per_100k,23,Jämtland,2009,,,45-54,K,49.2,2,False
psych_adhd_childhood_per_100k,23,Jämtland,2010,,,45-54,K,24.1,2,False
psych_adhd_childhood_per_100k,23,Jämtland,2011,,,45-54,K,60.4,5,False
psych_adhd_childhood_per_100k,23,Jämtland,2012,,,45-54,K,108.5,9,False
psych_adhd_childhood_per_100k,23,Jämtland,2013,,,45-54,K,157.9,13,False
psych_adhd_childhood_per_100k,23,Jämtland,2014,,,45-54,K,221.4,18,False
psych_adhd_childhood_per_100k,23,Jämtland,2015,,,45-54,K,309.4,25,False
psych_adhd_childhood_per_100k,23,Jämtland,2016,,,45-54,K,306.7,25,False
psych_adhd_childhood_per_100k,23,Jämtland,2017,,,45-54,K,466.4,38,False
psych_adhd_childhood_per_100k,23,Jämtland,2018,,,45-54,K,430.4,35,False
psych_adhd_childhood_per_100k,23,Jämtland,2019,,,45-54,K,608.2,49,False
psych_adhd_childhood_per_100k,23,Jämtland,2020,,,45-54,K,679.1,54,False
psych_adhd_childhood_per_100k,23,Jämtland,2021,,,45-54,K,622.8,49,False
psych_adhd_childhood_per_100k,23,Jämtland,2022,,,45-54,K,817.2,63,False
psych_adhd_childhood_per_100k,23,Jämtland,2023,,,45-54,K,1145.0,88,False
psych_adhd_childhood_per_100k,23,Jämtland,2024,,,45-54,K,1421.9,110,False
psych_adhd_childhood_per_100k,23,Jämtland,2025,,,45-54,K,1578.9,122,False
psych_adhd_childhood_per_100k,23,Jämtland,2008,,,45-54,T,35.8,6,False
psych_adhd_childhood_per_100k,23,Jämtland,2009,,,45-54,T,41.9,7,False
psych_adhd_childhood_per_100k,23,Jämtland,2010,,,45-54,T,41.9,7,False
psych_adhd_childhood_per_100k,23,Jämtland,2011,,,45-54,T,83.5,14,False
psych_adhd_childhood_per_100k,23,Jämtland,2012,,,45-54,T,184.6,31,False
psych_adhd_childhood_per_100k,23,Jämtland,2013,,,45-54,T,197.5,33,False
psych_adhd_childhood_per_100k,23,Jämtland,2014,,,45-54,T,271.9,45,False
psych_adhd_childhood_per_100k,23,Jämtland,2015,,,45-54,T,310.0,51,False
psych_adhd_childhood_per_100k,23,Jämtland,2016,,,45-54,T,289.6,48,False
psych_adhd_childhood_per_100k,23,Jämtland,2017,,,45-54,T,421.3,70,False
psych_adhd_childhood_per_100k,23,Jämtland,2018,,,45-54,T,488.3,81,False
psych_adhd_childhood_per_100k,23,Jämtland,2019,,,45-54,T,624.3,103,False
psych_adhd_childhood_per_100k,23,Jämtland,2020,,,45-54,T,658.0,107,False
psych_adhd_childhood_per_100k,23,Jämtland,2021,,,45-54,T,722.5,116,False
psych_adhd_childhood_per_100k,23,Jämtland,2022,,,45-54,T,792.9,125,False
psych_adhd_childhood_per_100k,23,Jämtland,2023,,,45-54,T,1072.7,168,False
psych_adhd_childhood_per_100k,23,Jämtland,2024,,,45-54,T,1281.0,202,False
psych_adhd_childhood_per_100k,23,Jämtland,2025,,,45-54,T,1506.1,237,False
psych_adhd_childhood_per_100k,24,Västerbotten,2008,,,45-54,M,24.4,4,False
psych_adhd_childhood_per_100k,24,Västerbotten,2009,,,45-54,M,145.2,24,False
psych_adhd_childhood_per_100k,24,Västerbotten,2010,,,45-54,M,157.8,26,False
psych_adhd_childhood_per_100k,24,Västerbotten,2011,,,45-54,M,157.6,26,False
psych_adhd_childhood_per_100k,24,Västerbotten,2012,,,45-54,M,211.3,35,False
psych_adhd_childhood_per_100k,24,Västerbotten,2013,,,45-54,M,259.1,43,False
psych_adhd_childhood_per_100k,24,Västerbotten,2014,,,45-54,M,218.1,36,False
psych_adhd_childhood_per_100k,24,Västerbotten,2015,,,45-54,M,321.3,53,False
psych_adhd_childhood_per_100k,24,Västerbotten,2016,,,45-54,M,350.1,58,False
psych_adhd_childhood_per_100k,24,Västerbotten,2017,,,45-54,M,513.4,86,False
psych_adhd_childhood_per_100k,24,Västerbotten,2018,,,45-54,M,444.1,74,False
psych_adhd_childhood_per_100k,24,Västerbotten,2019,,,45-54,M,498.8,83,False
psych_adhd_childhood_per_100k,24,Västerbotten,2020,,,45-54,M,562.0,93,False
psych_adhd_childhood_per_100k,24,Västerbotten,2021,,,45-54,M,605.1,99,False
psych_adhd_childhood_per_100k,24,Västerbotten,2022,,,45-54,M,729.8,119,False
psych_adhd_childhood_per_100k,24,Västerbotten,2023,,,45-54,M,617.9,101,False
psych_adhd_childhood_per_100k,24,Västerbotten,2024,,,45-54,M,727.2,120,False
psych_adhd_childhood_per_100k,24,Västerbotten,2025,,,45-54,M,653.2,108,False
psych_adhd_childhood_per_100k,24,Västerbotten,2008,,,45-54,K,56.5,9,False
psych_adhd_childhood_per_100k,24,Västerbotten,2009,,,45-54,K,131.2,21,False
psych_adhd_childhood_per_100k,24,Västerbotten,2010,,,45-54,K,174.7,28,False
psych_adhd_childhood_per_100k,24,Västerbotten,2011,,,45-54,K,175.4,28,False
psych_adhd_childhood_per_100k,24,Västerbotten,2012,,,45-54,K,181.0,29,False
psych_adhd_childhood_per_100k,24,Västerbotten,2013,,,45-54,K,224.7,36,False
psych_adhd_childhood_per_100k,24,Västerbotten,2014,,,45-54,K,244.1,39,False
psych_adhd_childhood_per_100k,24,Västerbotten,2015,,,45-54,K,313.7,50,False
psych_adhd_childhood_per_100k,24,Västerbotten,2016,,,45-54,K,337.7,54,False
psych_adhd_childhood_per_100k,24,Västerbotten,2017,,,45-54,K,455.4,73,False
psych_adhd_childhood_per_100k,24,Västerbotten,2018,,,45-54,K,418.7,67,False
psych_adhd_childhood_per_100k,24,Västerbotten,2019,,,45-54,K,463.8,74,False
psych_adhd_childhood_per_100k,24,Västerbotten,2020,,,45-54,K,510.9,81,False
psych_adhd_childhood_per_100k,24,Västerbotten,2021,,,45-54,K,572.8,90,False
psych_adhd_childhood_per_100k,24,Västerbotten,2022,,,45-54,K,707.6,111,False
psych_adhd_childhood_per_100k,24,Västerbotten,2023,,,45-54,K,765.6,119,False
psych_adhd_childhood_per_100k,24,Västerbotten,2024,,,45-54,K,764.2,119,False
psych_adhd_childhood_per_100k,24,Västerbotten,2025,,,45-54,K,704.1,110,False
psych_adhd_childhood_per_100k,24,Västerbotten,2008,,,45-54,T,40.2,13,False
psych_adhd_childhood_per_100k,24,Västerbotten,2009,,,45-54,T,138.3,45,False
psych_adhd_childhood_per_100k,24,Västerbotten,2010,,,45-54,T,166.1,54,False
psych_adhd_childhood_per_100k,24,Västerbotten,2011,,,45-54,T,166.3,54,False
psych_adhd_childhood_per_100k,24,Västerbotten,2012,,,45-54,T,196.4,64,False
psych_adhd_childhood_per_100k,24,Västerbotten,2013,,,45-54,T,242.2,79,False
psych_adhd_childhood_per_100k,24,Västerbotten,2014,,,45-54,T,230.9,75,False
psych_adhd_childhood_per_100k,24,Västerbotten,2015,,,45-54,T,317.6,103,False
psych_adhd_childhood_per_100k,24,Västerbotten,2016,,,45-54,T,344.0,112,False
psych_adhd_childhood_per_100k,24,Västerbotten,2017,,,45-54,T,485.1,159,False
psych_adhd_childhood_per_100k,24,Västerbotten,2018,,,45-54,T,431.6,141,False
psych_adhd_childhood_per_100k,24,Västerbotten,2019,,,45-54,T,481.7,157,False
psych_adhd_childhood_per_100k,24,Västerbotten,2020,,,45-54,T,537.0,174,False
psych_adhd_childhood_per_100k,24,Västerbotten,2021,,,45-54,T,589.3,189,False
psych_adhd_childhood_per_100k,24,Västerbotten,2022,,,45-54,T,718.9,230,False
psych_adhd_childhood_per_100k,24,Västerbotten,2023,,,45-54,T,689.9,220,False
psych_adhd_childhood_per_100k,24,Västerbotten,2024,,,45-54,T,745.2,239,False
psych_adhd_childhood_per_100k,24,Västerbotten,2025,,,45-54,T,677.9,218,False
psych_adhd_childhood_per_100k,25,Norrbotten,2008,,,45-54,M,80.4,14,False
psych_adhd_childhood_per_100k,25,Norrbotten,2009,,,45-54,M,161.1,28,False
psych_adhd_childhood_per_100k,25,Norrbotten,2010,,,45-54,M,160.3,28,False
psych_adhd_childhood_per_100k,25,Norrbotten,2011,,,45-54,M,102.6,18,False
psych_adhd_childhood_per_100k,25,Norrbotten,2012,,,45-54,M,147.6,26,False
psych_adhd_childhood_per_100k,25,Norrbotten,2013,,,45-54,M,143.0,25,False
psych_adhd_childhood_per_100k,25,Norrbotten,2014,,,45-54,M,92.7,16,False
psych_adhd_childhood_per_100k,25,Norrbotten,2015,,,45-54,M,395.9,68,False
psych_adhd_childhood_per_100k,25,Norrbotten,2016,,,45-54,M,402.8,69,False
psych_adhd_childhood_per_100k,25,Norrbotten,2017,,,45-54,M,494.5,84,False
psych_adhd_childhood_per_100k,25,Norrbotten,2018,,,45-54,M,484.9,81,False
psych_adhd_childhood_per_100k,25,Norrbotten,2019,,,45-54,M,542.2,89,False
psych_adhd_childhood_per_100k,25,Norrbotten,2020,,,45-54,M,519.0,83,False
psych_adhd_childhood_per_100k,25,Norrbotten,2021,,,45-54,M,500.4,78,False
psych_adhd_childhood_per_100k,25,Norrbotten,2022,,,45-54,M,552.1,83,False
psych_adhd_childhood_per_100k,25,Norrbotten,2023,,,45-54,M,650.9,96,False
psych_adhd_childhood_per_100k,25,Norrbotten,2024,,,45-54,M,694.4,101,False
psych_adhd_childhood_per_100k,25,Norrbotten,2025,,,45-54,M,674.8,98,False
psych_adhd_childhood_per_100k,25,Norrbotten,2008,,,45-54,K,72.3,12,False
psych_adhd_childhood_per_100k,25,Norrbotten,2009,,,45-54,K,60.1,10,False
psych_adhd_childhood_per_100k,25,Norrbotten,2010,,,45-54,K,161.9,27,False
psych_adhd_childhood_per_100k,25,Norrbotten,2011,,,45-54,K,54.4,9,False
psych_adhd_childhood_per_100k,25,Norrbotten,2012,,,45-54,K,48.3,8,False
psych_adhd_childhood_per_100k,25,Norrbotten,2013,,,45-54,K,78.4,13,False
psych_adhd_childhood_per_100k,25,Norrbotten,2014,,,45-54,K,55.0,9,False
psych_adhd_childhood_per_100k,25,Norrbotten,2015,,,45-54,K,308.0,50,False
psych_adhd_childhood_per_100k,25,Norrbotten,2016,,,45-54,K,303.1,49,False
psych_adhd_childhood_per_100k,25,Norrbotten,2017,,,45-54,K,378.7,61,False
psych_adhd_childhood_per_100k,25,Norrbotten,2018,,,45-54,K,386.8,62,False
psych_adhd_childhood_per_100k,25,Norrbotten,2019,,,45-54,K,387.4,61,False
psych_adhd_childhood_per_100k,25,Norrbotten,2020,,,45-54,K,440.7,68,False
psych_adhd_childhood_per_100k,25,Norrbotten,2021,,,45-54,K,339.1,51,False
psych_adhd_childhood_per_100k,25,Norrbotten,2022,,,45-54,K,479.5,70,False
psych_adhd_childhood_per_100k,25,Norrbotten,2023,,,45-54,K,629.2,89,False
psych_adhd_childhood_per_100k,25,Norrbotten,2024,,,45-54,K,704.6,99,False
psych_adhd_childhood_per_100k,25,Norrbotten,2025,,,45-54,K,787.6,109,False
psych_adhd_childhood_per_100k,25,Norrbotten,2008,,,45-54,T,76.4,26,False
psych_adhd_childhood_per_100k,25,Norrbotten,2009,,,45-54,T,111.7,38,False
psych_adhd_childhood_per_100k,25,Norrbotten,2010,,,45-54,T,161.1,55,False
psych_adhd_childhood_per_100k,25,Norrbotten,2011,,,45-54,T,79.2,27,False
psych_adhd_childhood_per_100k,25,Norrbotten,2012,,,45-54,T,99.4,34,False
psych_adhd_childhood_per_100k,25,Norrbotten,2013,,,45-54,T,111.5,38,False
psych_adhd_childhood_per_100k,25,Norrbotten,2014,,,45-54,T,74.4,25,False
psych_adhd_childhood_per_100k,25,Norrbotten,2015,,,45-54,T,353.2,118,False
psych_adhd_childhood_per_100k,25,Norrbotten,2016,,,45-54,T,354.4,118,False
psych_adhd_childhood_per_100k,25,Norrbotten,2017,,,45-54,T,438.1,145,False
psych_adhd_childhood_per_100k,25,Norrbotten,2018,,,45-54,T,436.8,143,False
psych_adhd_childhood_per_100k,25,Norrbotten,2019,,,45-54,T,466.5,150,False
psych_adhd_childhood_per_100k,25,Norrbotten,2020,,,45-54,T,480.6,151,False
psych_adhd_childhood_per_100k,25,Norrbotten,2021,,,45-54,T,421.3,129,False
psych_adhd_childhood_per_100k,25,Norrbotten,2022,,,45-54,T,516.3,153,False
psych_adhd_childhood_per_100k,25,Norrbotten,2023,,,45-54,T,640.3,185,False
psych_adhd_childhood_per_100k,25,Norrbotten,2024,,,45-54,T,699.5,200,False
psych_adhd_childhood_per_100k,25,Norrbotten,2025,,,45-54,T,729.8,207,False
psych_adhd_childhood_per_100k,00,Sverige,2008,,,55-64,M,23.1,141,False
psych_adhd_childhood_per_100k,00,Sverige,2009,,,55-64,M,33.9,204,False
psych_adhd_childhood_per_100k,00,Sverige,2010,,,55-64,M,50.3,298,False
psych_adhd_childhood_per_100k,00,Sverige,2011,,,55-64,M,71.7,420,False
psych_adhd_childhood_per_100k,00,Sverige,2012,,,55-64,M,96.9,562,False
psych_adhd_childhood_per_100k,00,Sverige,2013,,,55-64,M,120.0,690,False
psych_adhd_childhood_per_100k,00,Sverige,2014,,,55-64,M,145.2,830,False
psych_adhd_childhood_per_100k,00,Sverige,2015,,,55-64,M,170.8,975,False
psych_adhd_childhood_per_100k,00,Sverige,2016,,,55-64,M,195.6,1123,False
psych_adhd_childhood_per_100k,00,Sverige,2017,,,55-64,M,218.9,1266,False
psych_adhd_childhood_per_100k,00,Sverige,2018,,,55-64,M,239.2,1400,False
psych_adhd_childhood_per_100k,00,Sverige,2019,,,55-64,M,264.3,1581,False
psych_adhd_childhood_per_100k,00,Sverige,2020,,,55-64,M,292.9,1787,False
psych_adhd_childhood_per_100k,00,Sverige,2021,,,55-64,M,330.4,2053,False
psych_adhd_childhood_per_100k,00,Sverige,2022,,,55-64,M,349.9,2214,False
psych_adhd_childhood_per_100k,00,Sverige,2023,,,55-64,M,391.6,2510,False
psych_adhd_childhood_per_100k,00,Sverige,2024,,,55-64,M,420.0,2713,False
psych_adhd_childhood_per_100k,00,Sverige,2025,,,55-64,M,439.9,2869,False
psych_adhd_childhood_per_100k,00,Sverige,2008,,,55-64,K,20.6,125,False
psych_adhd_childhood_per_100k,00,Sverige,2009,,,55-64,K,29.4,176,False
psych_adhd_childhood_per_100k,00,Sverige,2010,,,55-64,K,43.5,258,False
psych_adhd_childhood_per_100k,00,Sverige,2011,,,55-64,K,61.8,362,False
psych_adhd_childhood_per_100k,00,Sverige,2012,,,55-64,K,81.9,475,False
psych_adhd_childhood_per_100k,00,Sverige,2013,,,55-64,K,94.3,541,False
psych_adhd_childhood_per_100k,00,Sverige,2014,,,55-64,K,118.2,673,False
psych_adhd_childhood_per_100k,00,Sverige,2015,,,55-64,K,146.1,830,False
psych_adhd_childhood_per_100k,00,Sverige,2016,,,55-64,K,164.8,939,False
psych_adhd_childhood_per_100k,00,Sverige,2017,,,55-64,K,192.7,1104,False
psych_adhd_childhood_per_100k,00,Sverige,2018,,,55-64,K,215.1,1245,False
psych_adhd_childhood_per_100k,00,Sverige,2019,,,55-64,K,239.7,1415,False
psych_adhd_childhood_per_100k,00,Sverige,2020,,,55-64,K,282.8,1699,False
psych_adhd_childhood_per_100k,00,Sverige,2021,,,55-64,K,320.7,1960,False
psych_adhd_childhood_per_100k,00,Sverige,2022,,,55-64,K,364.1,2261,False
psych_adhd_childhood_per_100k,00,Sverige,2023,,,55-64,K,419.7,2639,False
psych_adhd_childhood_per_100k,00,Sverige,2024,,,55-64,K,476.3,3024,False
psych_adhd_childhood_per_100k,00,Sverige,2025,,,55-64,K,523.5,3357,False
psych_adhd_childhood_per_100k,00,Sverige,2008,,,55-64,T,21.9,266,False
psych_adhd_childhood_per_100k,00,Sverige,2009,,,55-64,T,31.7,380,False
psych_adhd_childhood_per_100k,00,Sverige,2010,,,55-64,T,46.9,556,False
psych_adhd_childhood_per_100k,00,Sverige,2011,,,55-64,T,66.7,782,False
psych_adhd_childhood_per_100k,00,Sverige,2012,,,55-64,T,89.4,1037,False
psych_adhd_childhood_per_100k,00,Sverige,2013,,,55-64,T,107.2,1231,False
psych_adhd_childhood_per_100k,00,Sverige,2014,,,55-64,T,131.7,1503,False
psych_adhd_childhood_per_100k,00,Sverige,2015,,,55-64,T,158.5,1805,False
psych_adhd_childhood_per_100k,00,Sverige,2016,,,55-64,T,180.2,2062,False
psych_adhd_childhood_per_100k,00,Sverige,2017,,,55-64,T,205.9,2370,False
psych_adhd_childhood_per_100k,00,Sverige,2018,,,55-64,T,227.2,2645,False
psych_adhd_childhood_per_100k,00,Sverige,2019,,,55-64,T,252.1,2996,False
psych_adhd_childhood_per_100k,00,Sverige,2020,,,55-64,T,287.8,3486,False
psych_adhd_childhood_per_100k,00,Sverige,2021,,,55-64,T,325.6,4013,False
psych_adhd_childhood_per_100k,00,Sverige,2022,,,55-64,T,357.0,4475,False
psych_adhd_childhood_per_100k,00,Sverige,2023,,,55-64,T,405.5,5149,False
psych_adhd_childhood_per_100k,00,Sverige,2024,,,55-64,T,448.0,5737,False
psych_adhd_childhood_per_100k,00,Sverige,2025,,,55-64,T,481.3,6226,False
psych_adhd_childhood_per_100k,01,Stockholm,2008,,,55-64,M,20.8,24,False
psych_adhd_childhood_per_100k,01,Stockholm,2009,,,55-64,M,50.8,58,False
psych_adhd_childhood_per_100k,01,Stockholm,2010,,,55-64,M,74.3,84,False
psych_adhd_childhood_per_100k,01,Stockholm,2011,,,55-64,M,121.4,137,False
psych_adhd_childhood_per_100k,01,Stockholm,2012,,,55-64,M,192.8,218,False
psych_adhd_childhood_per_100k,01,Stockholm,2013,,,55-64,M,244.2,278,False
psych_adhd_childhood_per_100k,01,Stockholm,2014,,,55-64,M,294.1,339,False
psych_adhd_childhood_per_100k,01,Stockholm,2015,,,55-64,M,329.1,384,False
psych_adhd_childhood_per_100k,01,Stockholm,2016,,,55-64,M,374.5,447,False
psych_adhd_childhood_per_100k,01,Stockholm,2017,,,55-64,M,416.8,508,False
psych_adhd_childhood_per_100k,01,Stockholm,2018,,,55-64,M,459.7,575,False
psych_adhd_childhood_per_100k,01,Stockholm,2019,,,55-64,M,504.3,654,False
psych_adhd_childhood_per_100k,01,Stockholm,2020,,,55-64,M,525.5,701,False
psych_adhd_childhood_per_100k,01,Stockholm,2021,,,55-64,M,595.0,814,False
psych_adhd_childhood_per_100k,01,Stockholm,2022,,,55-64,M,592.4,830,False
psych_adhd_childhood_per_100k,01,Stockholm,2023,,,55-64,M,625.6,893,False
psych_adhd_childhood_per_100k,01,Stockholm,2024,,,55-64,M,680.7,987,False
psych_adhd_childhood_per_100k,01,Stockholm,2025,,,55-64,M,718.1,1060,False
psych_adhd_childhood_per_100k,01,Stockholm,2008,,,55-64,K,30.1,36,False
psych_adhd_childhood_per_100k,01,Stockholm,2009,,,55-64,K,44.8,53,False
psych_adhd_childhood_per_100k,01,Stockholm,2010,,,55-64,K,78.8,92,False
psych_adhd_childhood_per_100k,01,Stockholm,2011,,,55-64,K,122.7,142,False
psych_adhd_childhood_per_100k,01,Stockholm,2012,,,55-64,K,182.4,210,False
psych_adhd_childhood_per_100k,01,Stockholm,2013,,,55-64,K,217.5,250,False
psych_adhd_childhood_per_100k,01,Stockholm,2014,,,55-64,K,259.9,300,False
psych_adhd_childhood_per_100k,01,Stockholm,2015,,,55-64,K,311.3,363,False
psych_adhd_childhood_per_100k,01,Stockholm,2016,,,55-64,K,357.8,424,False
psych_adhd_childhood_per_100k,01,Stockholm,2017,,,55-64,K,381.0,461,False
psych_adhd_childhood_per_100k,01,Stockholm,2018,,,55-64,K,447.7,555,False
psych_adhd_childhood_per_100k,01,Stockholm,2019,,,55-64,K,476.6,612,False
psych_adhd_childhood_per_100k,01,Stockholm,2020,,,55-64,K,532.0,703,False
psych_adhd_childhood_per_100k,01,Stockholm,2021,,,55-64,K,584.3,793,False
psych_adhd_childhood_per_100k,01,Stockholm,2022,,,55-64,K,646.4,897,False
psych_adhd_childhood_per_100k,01,Stockholm,2023,,,55-64,K,716.0,1014,False
psych_adhd_childhood_per_100k,01,Stockholm,2024,,,55-64,K,810.3,1169,False
psych_adhd_childhood_per_100k,01,Stockholm,2025,,,55-64,K,858.8,1261,False
psych_adhd_childhood_per_100k,01,Stockholm,2008,,,55-64,T,25.6,60,False
psych_adhd_childhood_per_100k,01,Stockholm,2009,,,55-64,T,47.7,111,False
psych_adhd_childhood_per_100k,01,Stockholm,2010,,,55-64,T,76.6,176,False
psych_adhd_childhood_per_100k,01,Stockholm,2011,,,55-64,T,122.0,279,False
psych_adhd_childhood_per_100k,01,Stockholm,2012,,,55-64,T,187.6,428,False
psych_adhd_childhood_per_100k,01,Stockholm,2013,,,55-64,T,230.8,528,False
psych_adhd_childhood_per_100k,01,Stockholm,2014,,,55-64,T,277.0,639,False
psych_adhd_childhood_per_100k,01,Stockholm,2015,,,55-64,T,320.2,747,False
psych_adhd_childhood_per_100k,01,Stockholm,2016,,,55-64,T,366.2,871,False
psych_adhd_childhood_per_100k,01,Stockholm,2017,,,55-64,T,399.0,969,False
psych_adhd_childhood_per_100k,01,Stockholm,2018,,,55-64,T,453.7,1130,False
psych_adhd_childhood_per_100k,01,Stockholm,2019,,,55-64,T,490.5,1266,False
psych_adhd_childhood_per_100k,01,Stockholm,2020,,,55-64,T,528.8,1404,False
psych_adhd_childhood_per_100k,01,Stockholm,2021,,,55-64,T,589.7,1607,False
psych_adhd_childhood_per_100k,01,Stockholm,2022,,,55-64,T,619.3,1727,False
psych_adhd_childhood_per_100k,01,Stockholm,2023,,,55-64,T,670.6,1907,False
psych_adhd_childhood_per_100k,01,Stockholm,2024,,,55-64,T,745.4,2156,False
psych_adhd_childhood_per_100k,01,Stockholm,2025,,,55-64,T,788.2,2321,False
psych_adhd_childhood_per_100k,03,Uppsala,2008,,,55-64,M,42.3,9,False
psych_adhd_childhood_per_100k,03,Uppsala,2009,,,55-64,M,47.7,10,False
psych_adhd_childhood_per_100k,03,Uppsala,2010,,,55-64,M,53.2,11,False
psych_adhd_childhood_per_100k,03,Uppsala,2011,,,55-64,M,78.1,16,False
psych_adhd_childhood_per_100k,03,Uppsala,2012,,,55-64,M,94.0,19,False
psych_adhd_childhood_per_100k,03,Uppsala,2013,,,55-64,M,90.6,18,False
psych_adhd_childhood_per_100k,03,Uppsala,2014,,,55-64,M,152.3,30,False
psych_adhd_childhood_per_100k,03,Uppsala,2015,,,55-64,M,153.0,30,False
psych_adhd_childhood_per_100k,03,Uppsala,2016,,,55-64,M,152.3,30,False
psych_adhd_childhood_per_100k,03,Uppsala,2017,,,55-64,M,230.8,46,False
psych_adhd_childhood_per_100k,03,Uppsala,2018,,,55-64,M,187.0,38,False
psych_adhd_childhood_per_100k,03,Uppsala,2019,,,55-64,M,178.3,37,False
psych_adhd_childhood_per_100k,03,Uppsala,2020,,,55-64,M,227.1,48,False
psych_adhd_childhood_per_100k,03,Uppsala,2021,,,55-64,M,237.3,51,False
psych_adhd_childhood_per_100k,03,Uppsala,2022,,,55-64,M,247.5,54,False
psych_adhd_childhood_per_100k,03,Uppsala,2023,,,55-64,M,311.4,69,False
psych_adhd_childhood_per_100k,03,Uppsala,2024,,,55-64,M,311.8,70,False
psych_adhd_childhood_per_100k,03,Uppsala,2025,,,55-64,M,282.0,64,False
psych_adhd_childhood_per_100k,03,Uppsala,2008,,,55-64,K,28.0,6,False
psych_adhd_childhood_per_100k,03,Uppsala,2009,,,55-64,K,75.2,16,False
psych_adhd_childhood_per_100k,03,Uppsala,2010,,,55-64,K,95.2,20,False
psych_adhd_childhood_per_100k,03,Uppsala,2011,,,55-64,K,76.8,16,False
psych_adhd_childhood_per_100k,03,Uppsala,2012,,,55-64,K,87.5,18,False
psych_adhd_childhood_per_100k,03,Uppsala,2013,,,55-64,K,108.4,22,False
psych_adhd_childhood_per_100k,03,Uppsala,2014,,,55-64,K,154.3,31,False
psych_adhd_childhood_per_100k,03,Uppsala,2015,,,55-64,K,179.4,36,False
psych_adhd_childhood_per_100k,03,Uppsala,2016,,,55-64,K,123.7,25,False
psych_adhd_childhood_per_100k,03,Uppsala,2017,,,55-64,K,187.6,38,False
psych_adhd_childhood_per_100k,03,Uppsala,2018,,,55-64,K,175.9,36,False
psych_adhd_childhood_per_100k,03,Uppsala,2019,,,55-64,K,167.3,35,False
psych_adhd_childhood_per_100k,03,Uppsala,2020,,,55-64,K,230.5,49,False
psych_adhd_childhood_per_100k,03,Uppsala,2021,,,55-64,K,217.6,47,False
psych_adhd_childhood_per_100k,03,Uppsala,2022,,,55-64,K,263.6,58,False
psych_adhd_childhood_per_100k,03,Uppsala,2023,,,55-64,K,376.9,84,False
psych_adhd_childhood_per_100k,03,Uppsala,2024,,,55-64,K,350.2,79,False
psych_adhd_childhood_per_100k,03,Uppsala,2025,,,55-64,K,399.5,91,False
psych_adhd_childhood_per_100k,03,Uppsala,2008,,,55-64,T,35.1,15,False
psych_adhd_childhood_per_100k,03,Uppsala,2009,,,55-64,T,61.5,26,False
psych_adhd_childhood_per_100k,03,Uppsala,2010,,,55-64,T,74.3,31,False
psych_adhd_childhood_per_100k,03,Uppsala,2011,,,55-64,T,77.4,32,False
psych_adhd_childhood_per_100k,03,Uppsala,2012,,,55-64,T,90.8,37,False
psych_adhd_childhood_per_100k,03,Uppsala,2013,,,55-64,T,99.6,40,False
psych_adhd_childhood_per_100k,03,Uppsala,2014,,,55-64,T,153.4,61,False
