hsaId,name,ownership,isFamiljecentral,address,phone,lat,lon,lanCode,kommunCode,kommungrupp,unitCode,spark_startYear,spark_endYear,spark_weightedDemand,spark_rj,spark_children05,url_1177,coord_source,spark_verify_1177,fetched_at
SE2321000206-E00347,Hälsocentralen Ramsele,Privat,False,,,63.5353474,16.4683215,22,2283,,22_SE2321000206-E00347,,,89,0.011205,99,,,identity_mismatch_2026-07-21,2026-08-26
,"Hälsocentralen Renen, Duved",Unknown,False,,,63.392884,12.9127653,23,2321,,23_X0559,,,711,0.001405,183,,,,2026-08-26
SE2321000214-0046507,"Hälsocentralen Ripan, Östersund",Privat,False,"Prästgatan 47, 831 34 Östersund",063-663 10 00,63.1756454,14.6374827,23,2380,,23_SE2321000214-0046507,,,3058,0.000327,1581,https://www.1177.se/hitta-vard/kontaktkort/Halsocentralen-Ripan-Ostersund/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000206-E00341,Hälsocentralen Själevad,Region,False,Sjukhemsvägen 2 B,0660-575 60,63.2918404,18.6176305,22,2284,,22_SE2321000206-E00341,,,1742,0.000574,467,https://www.1177.se/hitta-vard/kontaktkort/Halsocentralen-Sjalevad/,,live_2026-07-21,2026-08-26
SE2321000206-E00343,"Hälsocentralen Sollefteå ,",Privat,False,Lasarettsgatan 1,0620-194 50,63.1746342,17.2351226,22,2283,,22_SE2321000206-E00343,,,954,0.001048,688,https://www.1177.sehttps://www.1177.se/hitta-vard/kontaktkort/Halsocentralen-Solleftea/,,identity_mismatch_2026-07-21,2026-08-26
SE2321000206-E00344,Hälsocentralen Stöde,Privat,False,"Gyllenvägen 6, 864 41 Stöde",,62.4185333,16.5881462,22,2281,,22_SE2321000206-E00344,,,162,0.006163,146,https://www.1177.se/hitta-vard/kontaktkort/Halsocentralen-Stode/,,live_2026-07-21,2026-08-26
,Hälsohuset,Privat,False,,,56.1651368,15.5838146,10,1080,,10_X0564,,,2919,0.000343,388,,,,2026-08-26
,Hälsohuset för alla,Privat,False,,,56.2029248,15.6399289,10,1080,,10_X0565,,,3751,0.000267,573,,,,2026-08-26
SE162321000255-O33180,Hälsomedicinskt center barnhälsovård i Bjärred,Privat,False,"Norra Västkustvägen 4, Bjärred",040-41 80 00,55.71815,13.0292132,12,1262,,12_SE162321000255-O33180,,,8539,0.000117,188,https://www.1177.sehttps://www.1177.se/hitta-vard/kontaktkort/HMC-BVC-i-Bjarred/,,identity_mismatch_2026-07-21,2026-08-26
SE162321000255-O33188,Hälsomedicinskt center barnhälsovård i Staffanstorp,Privat,False,"Malmövägen 2, Staffanstorp",040-41 80 00,55.6410741,13.2128098,12,1230,,12_SE162321000255-O33188,,,8273,0.000121,187,https://www.1177.sehttps://www.1177.se/hitta-vard/kontaktkort/HMC-BVC-i-Staffanstorp/,,identity_mismatch_2026-07-21,2026-08-26
,"Hälsorum Offerdal, Änge",Privat,False,,,63.4577398,14.0688531,23,2309,,23_X0568,,,109,0.009104,134,,,,2026-08-26
SE2321000016-1HBN,Högdalen Vantör barnavårdscentral,Privat,True,"Högdalsplan 11, Bandhagen",08-123 383 49,59.2643617,18.0401755,01,0180,,01_SE2321000016-1HBN,,,13142,7.6e-05,2062,https://www.1177.se/hitta-vard/kontaktkort/Vantors-BVC/,,live_2026-07-21,2026-08-26
SE2321000131-E000000017026,Högsboläkarna BVC,Privat,False,"Högsbogatan 40, 414 79, Göteborg",031-58 68 00,57.6718468,11.9307964,14,1480,,14_SE2321000131-E000000017026,,,16318,6.1e-05,299,https://www.1177.se/hitta-vard/kontaktkort/Hogsbolakarna-BVC/,,live_2026-07-21,2026-08-26
SE2321000131-F000000000558,Hönö Vårdcentral,Privat,True,"Minkebergsvägen 3A, 475 40, Hönö",031-712 76 60,57.6964693,11.6507735,14,1407,,14_SE2321000131-F000000000558,2026,2026,1145,0.000873,313,https://www.1177.se/hitta-vard/kontaktkort/BVC-Hono-Vardcentral-Hono/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000016-4BW9,Johannes barnavårdscentral,Privat,False,"Döbelnsgatan 56, Stockholm",08-123 429 90,59.3460503,18.0567303,01,0180,,01_SE2321000016-4BW9,,,18079,5.5e-05,1679,https://www.1177.se/hitta-vard/kontaktkort/Johannes-BVC/,,live_2026-07-21,2026-08-26
SE2321000230-E00379,Jokkmokks vårdcentral,Region,False,"Lappstavägen 9, Jokkmokk",0971-444 94,66.6021934,19.8434945,25,2510,,25_SE2321000230-E00379,,,449,0.002224,208,https://www.1177.se/hitta-vard/kontaktkort/Jokkmokks-halsocentral/,,live_2026-07-21,2026-08-26
,Jämjö vårdcentral,Region,False,,,56.1891604,15.8332559,10,1080,,10_X0574,,,1487,0.000672,514,,,,2026-08-26
,Järpens hälsocentral,Region,False,,,63.3483705,13.4588145,23,2321,,23_X0575,,,636,0.001572,299,,,,2026-08-26
SE2321000198-054437,Järvsö Din hälsocentral,Region,False,"Stationsgatan 19, 827 51 Järvsö",0651-172 30,61.7124853,16.1698378,21,2161,,21_SE2321000198-054437,,,428,0.002332,202,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Jarvso-Din-halsocentral/,,live_2026-07-21,2026-08-26
,Kalix Hälsocentral,Region,False,,,65.854808,23.1581128,25,2514,,25_X0577,,,388,0.002576,680,,,,2026-08-26
,Kallinge vårdcentral,Region,False,,,56.2469233,15.2872758,10,1081,,10_X0578,,,1559,0.000641,368,,,,2026-08-26
SE2321000164-10GC,Karla vårdcentral,Region,False,"Älvtomtagatan 30, Örebro",019-602 95 00,59.2760799,15.1963279,18,1880,,18_SE2321000164-10GC,,,6867,0.000146,975,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-BVC-Karla-vardcentral/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000164-10FK,"Karlskoga Familjecentral, Karlskoga",Region,True,"Bregårdsgatan 1 C, Karlskoga",0586-668 70,59.3266786,14.5151038,18,1883,,18_SE2321000164-10FK,,,594,0.001683,1108,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-BVC-familjecentralen-Karlskoga/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE162321000156-4B5D,Kil vårdcentral,Region,False,"Hälsostigen 1, Kil",010-834 21 15,59.4981238,13.3199757,17,1715,,17_SE162321000156-4B5D,,,1136,0.00088,726,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-vardcentralen-Kil/,,live_2026-07-21,2026-08-26
SE2321000198-054453,Kilafors Din hälsocentral,Region,False,"Stationsgatan 2, 823 30 Kilafors",0278-388 80,61.2306571,16.568804,21,2183,,21_SE2321000198-054453,,,374,0.002671,190,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Kilafors-Din-halsocentral/,,live_2026-07-21,2026-08-26
SE2321000230-E00382,Kiruna health center,Region,False,"Kiruna hälsocentral, Thulegatan 29, 981 28  Kiruna",0980-732 30,67.8499905,20.2382255,25,2584,,25_SE2321000230-E00382,,,430,0.002325,1295,https://www.1177.se/hitta-vard/kontaktkort/Kiruna-halsocentral/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
,"Klara BVC, Lund",Privat,False,,,55.7099692,13.217308,12,1281,,12_X0584,,,10282,9.7e-05,30,,,,2026-08-26
SE2321000172-2B6K,Kolsva Vårdcentral,Region,False,"Bruksgatan 12, plan 2, Kolsva",021-17 69 09,59.6001759,15.8391967,19,1983,,19_SE2321000172-2B6K,,,879,0.001138,238,https://www.1177.se/hitta-vard/kontaktkort/Kolsva-Barnavardscentral/,,live_2026-07-21,2026-08-26
,Kompetenscentrum mödra- och barnhälsovård Västerbotten,Privat,False,,,63.8145736,20.3068926,24,2480,,24_X0586,,,4014,0.000249,382,,,,2026-08-26
,Krokoms hälsocentral,Region,False,,,63.3271649,14.4520993,23,2309,,23_X0587,,,1057,0.000946,415,,,,2026-08-26
SE2321000016-9RHK,"Kry BVC Hornstull, Södermalm",Privat,False,"Hornsgatan 133, STOCKHOLM",070-946 29 10,59.3152521,18.0354227,01,0180,,01_SE2321000016-9RHK,,,19116,5.2e-05,1667,https://www.1177.se/hitta-vard/kontaktkort/Kry-BVC-Hornstull-Sodermalm/,,live_2026-07-21,2026-08-26
SE162321000255-O25176,Kry BVC Osby,Privat,False,"Östra Järnvägsgatan 14, Osby",0479-148 41,56.3812036,13.9971608,12,1273,,12_SE162321000255-O25176,,,1586,0.00063,331,https://www.1177.se/hitta-vard/kontaktkort/Kry-Barnavardcentral-Osby/,,live_2026-07-21,2026-08-26
SE2321000016-9S66,Kry BVC Sundbyberg,Privat,False,"Prästgårdsgatan 1, SUNDBYBERG",08-555 509 68,59.3615084,17.9761569,01,0183,,01_SE2321000016-9S66,,,13276,7.5e-05,2164,https://www.1177.se/hitta-vard/kontaktkort/Kry-BVC-Sundbyberg/,,live_2026-07-21,2026-08-26
SE162321000255-O30513,"Kry BVC Triangeln, Malmö",Privat,False,"Spångatan 1, Malmö",040-643 44 00,55.5959428,13.0035675,12,1280,,12_SE162321000255-O30513,,,17170,5.8e-05,0,https://www.1177.se/hitta-vard/kontaktkort/Kry-BVC-Triangeln-Malmo/,,live_2026-07-21,2026-08-26
SE2321000016-167Q,Kry BVC Älta,Privat,False,"Morellvägen 13, ÄLTA",08-448 45 06,59.2550888,18.1772626,01,0182,,01_SE2321000016-167Q,,,7647,0.000131,1394,https://www.1177.se/hitta-vard/kontaktkort/Kry-BVC-Alta/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE162321000255-O25175,Kry Barnavårdcentral Laurentii,Privat,False,"Stora Södergatan 4, Lund",046-280 57 00,55.7017308,13.1921924,12,1281,,12_SE162321000255-O25175,,,10450,9.6e-05,0,https://www.1177.se/hitta-vard/kontaktkort/Kry-Barnavardcentral-Laurentii/,,live_2026-07-21,2026-08-26
SE162321000255-O25174,Kry Vårdcentral Bromölla,Privat,False,"Storgatan 58, Bromölla",0456-488 20,56.0789158,14.4721741,12,1272,,12_SE162321000255-O25174,,,1695,0.00059,588,https://www.1177.se/hitta-vard/kontaktkort/Kry-Barnavardscentral-Storgatan-Bromolla/,,live_2026-07-21,2026-08-26
SE2321000065-7330028144244,Kry Vårdcentral Älmhult,Privat,False,Gotthards gata 5343 36 Älmhult,0476-64 66 00,56.5546104,14.1344398,07,0765,,07_SE2321000065-7330028144244,,,939,0.001065,614,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Kry-Almhult-Almhult/,,live_2026-07-21,2026-08-26
SE162321000255-O38576,Kulan BVC Viken,Privat,False,"Apelvägen 7, Viken",042-21 00 01,56.1592781,12.5789341,12,1284,,12_SE162321000255-O38576,,,3179,0.000315,551,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Kulan-Viken/,,live_2026-07-21,2026-08-26
,Kungsgärdets vårdcentral,Privat,False,,,59.8557447,17.6209018,03,0380,,03_X0597,,,7172,0.000139,344,,,,2026-08-26
SE162321000255-O28912,Kungsgårdshälsan,Privat,False,"Midgårdsgatan 1, Ängelholm",0431-257 70,56.252778,12.8928819,12,1292,,12_SE162321000255-O28912,,,3809,0.000262,410,https://www.1177.se/hitta-vard/kontaktkort/Mama-Mia-Kungsgardshalsan-BVC-ANGELHOLM/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
,Kungsmarkens Vårdcentral,Privat,False,,,56.1939735,15.6220865,10,1080,,10_X0599,,,3190,0.000313,381,,,,2026-08-26
SE2321000016-157R,Kungsängens barnavårdscentral,Privat,False,"Gamla Landsvägen 2, Kungsängen",08-123 409 36,59.479525,17.7508269,01,0139,,01_SE2321000016-157R,,,4033,0.000248,1290,https://www.1177.se/hitta-vard/kontaktkort/Kungsangens-BVC/,,live_2026-07-21,2026-08-26
SE2321000172-32CF,Kungsörs Health center,Privat,False,"Torsgatan 12 A, Kungsör",0221-266 43,59.4184859,16.0962234,19,1960,,19_SE2321000172-32CF,,,1088,0.000919,581,https://www.1177.se/hitta-vard/kontaktkort/Kungsor-Barnavardscentral/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
,Kälarne hälsocentral,Region,False,,,62.9798346,16.0849534,23,2305,,23_X0602,,,163,0.006117,43,,,,2026-08-26
,Kåge Hälsocentral,Region,False,,,64.8315656,20.9834254,24,2482,,24_X0603,,,1785,0.00056,566,,,,2026-08-26
SE2321000065-7330028995990,Lammhult vårdcentral,Privat,True,"Lammengatan 6, 363 45 LAMMHULT",0472-59 43 00,57.1684553,14.5915522,07,0780,,07_SE2321000065-7330028995990,,,184,0.005413,216,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Lammhult-Vardcentralen-Lammhult/,,live_2026-07-21,2026-08-26
SE2321000065-7330028996102,Lenhovda vårdcentral,Region,False,"Oskarshamnsvägen 1-3, LENHOVDA",0474-69 45 00,57.0009512,15.2851256,07,0760,,07_SE2321000065-7330028996102,,,724,0.00138,210,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Lenhovda-Vardcentralen-Lenhovda/,,live_2026-07-21,2026-08-26
SE2321000016-152C,Lidingö Bvc,Region,True,"Herserudsvägen 5B, Lidingö",08-123 377 60,59.3621577,18.1222663,01,0186,,01_SE2321000016-152C,,,4439,0.000225,1256,https://www.1177.se/hitta-vard/kontaktkort/Lidingo-BVC/,,live_2026-07-21,2026-08-26
SE162321000156-3RFL,Likenäs vårdcentral,Region,False,"Krokbacksvägen 1, Likenäs",010-834 73 14,60.6117358,13.0438216,17,1737,,17_SE162321000156-3RFL,,,38,0.026204,65,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-vardcentralen-Likenas/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000016-14HK,Liljeholmens BVC,Region,True,"Liljeholmstorget 7, Stockholm",08-123 679 96,59.3098718,18.022017,01,0180,,01_SE2321000016-14HK,,,18060,5.5e-05,2021,https://www.1177.se/hitta-vard/kontaktkort/Liljeholmens-BVC/,,live_2026-07-21,2026-08-26
SE2321000164-10G9,Lillåns vårdcentral,Region,False,"Rödklövervägen 160, Örebro",019-602 47 00,59.31924,15.2236717,18,1880,,18_SE2321000164-10G9,,,4336,0.000231,696,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-BVC-Lillans-vardcentral/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000016-14F2,Lisebergs barnavårdscentral,Region,False,"Annebodavägen 4, Älvsjö",08-123 386 10,59.2848208,18.0302215,01,0180,,01_SE2321000016-14F2,,,15898,6.3e-05,282,https://www.1177.se/hitta-vard/kontaktkort/Lisebergs-BVC/,,live_2026-07-21,2026-08-26
,Lits hälsocentral,Region,False,,,63.3193804,14.8493139,23,2380,,23_X0612,,,353,0.002827,257,,,,2026-08-26
,Lugnviks Hälsocentral,Region,False,,,63.2039849,14.6347299,23,2380,,23_X0613,,,2615,0.000382,637,,,,2026-08-26
,Lyckeby Health Center,Region,False,,,56.1985607,15.6497026,10,1080,,10_X0614,,,3411,0.000293,364,,,,2026-08-26
SE2321000172-2CQ5,Läkargruppen Barnavårdscentral,Privat,False,"Källgatan 14, Västerås",021-473 30 00,59.6079053,16.5413857,19,1980,,19_SE2321000172-2CQ5,,,7275,0.000137,383,https://www.1177.se/hitta-vard/kontaktkort/Lakargruppen-Barnavardscentral-Vasteras/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE162321000255-O17823,Läkargruppen Munka Ljungby BVC,Privat,True,"Götagatan 4, Munka-Ljungby",0431-31 13 60,56.2584182,12.9733861,12,1292,,12_SE162321000255-O17823,,,2131,0.000469,463,https://www.1177.se/hitta-vard/kontaktkort/Lakargruppen-Munka-Ljungby-BVC/,,live_2026-07-21,2026-08-26
SE5564752912-a3227,Läkarhuset i Karlshamn AB,Privat,False,Kungsgatan 44,0454-395 00,56.1711738,14.8641719,10,1082,,10_SE5564752912-a3227,,,1326,0.000754,278,https://www.1177.se/hitta-vard/kontaktkort/Lakarhuset-i-Karlshamn/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE162321000255-O17684,Läkarmottagningen i Bjärnum AB,Privat,False,"Algatan 12, Bjärnum",0451-200 83,56.2917776,13.7156751,12,1293,,12_SE162321000255-O17684,,,912,0.001096,370,https://www.1177.se/hitta-vard/kontaktkort/Lakarmottagningen-i-Bjarnum-BVC/,,live_2026-07-21,2026-08-26
SE2321000180-4H1V,Långshyttans vårdcentral,Region,False,"Solhemsvägen 11, Långshyttan",0225-49 66 22,60.4578328,16.0508567,20,2083,,20_SE2321000180-4H1V,,,196,0.005084,195,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Langshyttan/,,live_2026-07-21,2026-08-26
,Lövångers hälsocentral,Privat,False,,,64.3690575,21.3112728,24,2482,,24_X0620,,,71,0.013904,72,,,,2026-08-26
,Malå sjukstuga,Unknown,False,,,65.1753121,18.7558191,24,2418,,24_X0621,,,488,0.002049,174,,,,2026-08-26
SE2321000016-DGL0,Mama Mia Akka BVC,Privat,False,"Klockargatan 17, VÄSTERHANINGE",08-500 731 39,59.1214405,18.1019582,01,0136,,01_SE2321000016-DGL0,,,1688,0.000592,1357,https://www.1177.se/hitta-vard/kontaktkort/Mama-Mia-Akka-BVC-Vasterhaninge/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE162321000255-O17975,Mama Mia BVC Gustavslund,Privat,True,"Mangårdsgatan 55, Helsingborg",042-311 18 58,56.03587,12.7550695,12,1283,,12_SE162321000255-O17975,,,9646,0.000104,1331,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Mama-Mia-Gustavslund-Helsingborg/,,live_2026-07-21,2026-08-26
SE162321000255-O31357,"Mama Mia BVC Västra Hamnen, Malmö",Privat,False,"Östra Varvsgatan 4, Malmö",040-643 82 40,55.612858,12.9860222,12,1280,,12_SE162321000255-O31357,,,12732,7.9e-05,909,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Mama-Mia-Vastra-Hamnen-Malmo-Malmo/,,live_2026-07-21,2026-08-26
SE2321000016-D0ZN,"Mama Mia Järna Barnavårdscentral, Södertälje",Region,False,"Storgatan 13, JÄRNA",08-409 156 70,59.0888858,17.5661092,01,0181,,01_SE2321000016-D0ZN,,,761,0.001313,807,https://www.1177.se/hitta-vard/kontaktkort/Mama-Mia-Jarna-Barnavardscentral-Sodertalje/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE162321000255-O17977,Mama Mia Kristianstad barnmorskemottaging,Privat,False,"Döbelnsgatan 9, Kristianstad",044-253 19 19,56.029563,14.1575822,12,1290,,12_SE162321000255-O17977,,,2953,0.000339,0,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Mama-Mia-Kristianstad/,,live_2026-07-21,2026-08-26
SE162321000255-O17674,"Mama Mia Väla BVC, Helsingborg",Privat,False,"Ekslingan 10, Helsingborg",042-311 18 40,56.09089,12.7463841,12,1283,,12_SE162321000255-O17674,,,8376,0.000119,654,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Mama-Mia-Vala-Helsingborg-Helsingborg/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE162321000255-O19537,Mama Mia Örkelljunga,Privat,False,"David Anders gata 4, Örkelljunga",0435-78 24 16,56.2821072,13.2800747,12,1257,,12_SE162321000255-O19537,,,1347,0.000742,189,https://www.1177.se/hitta-vard/kontaktkort/Mama-Mia-BVC-Orkelljunga/,,live_2026-07-21,2026-08-26
SE162321000024-0063406,"MamaMia Nyby BVC, Uppsala",Privat,False,"Heidenstamsgatan 69, Uppsala",018-611 75 10,59.8777083,17.6469318,03,0380,,03_SE162321000024-0063406,,,7705,0.00013,1278,https://www.1177.se/hitta-vard/kontaktkort/MamaMia-Nyby-BVC-Uppsala/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000040-502W,Mariebergs Vårdcentral,Privat,False,"Mariebergsgatan 2, Motala",010-104 79 59,58.5402863,15.0008572,05,0583,,05_SE2321000040-502W,,,1555,0.000643,303,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Vardcentralen-Marieberg/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000016-C5RD,"Martina BVC, Östermalm",Privat,False,"Valhallavägen 91G, STOCKHOLM",08-120 194 77,59.3453573,18.0754259,01,0180,,01_SE2321000016-C5RD,,,13367,7.5e-05,0,https://www.1177.se/hitta-vard/kontaktkort/Martina-BVC-Ostermalm/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000131-F000000000644,Masthugget Familjeläkare & BVC,Privat,False,"Andra Långgatan 48, 413 27, Göteborg",031-793 85 00,57.6987113,11.9403438,14,1480,,14_SE2321000131-F000000000644,,,18083,5.5e-05,603,https://www.1177.se/hitta-vard/kontaktkort/BVC-Notkarnan-Masthugget-Familjelakare-och-BVC-Masthugget/,,live_2026-07-21,2026-08-26
SE2321000073-XZMC,Maternity health care family center Kalmar,Unknown,False,"Verkstadsgatan 17, Kalmar",010-358 06 91,56.6694382,16.3347089,08,0880,,08_SE2321000073-XZMC,,,2503,0.000399,1291,https://www.1177.se/hitta-vard/kontaktkort/Barnhalsovardsmottagningen-familjecentralen-Kalmar/,,live_2026-07-21,2026-08-26
,Medical consultant,Unknown,False,,,64.5923897,18.674409,24,2481,,24_X0636,,,912,0.001096,609,,,,2026-08-26
SE2321000131-E000000014640,Medpro Clinic Noltorp Vårdcentral,Privat,False,"Säterigatan 122, 441 55, Alingsås",0322-65 15 00,57.938714,12.519345,14,1489,,14_SE2321000131-E000000014640,,,2365,0.000423,563,https://www.1177.se/hitta-vard/kontaktkort/BVC-Noltorp-Vardcentral-Medpro-Clinic/,,live_2026-07-21,2026-08-26
SE2321000131-E000000014520,Medpro Clinic Stavre Health center,Privat,False,"Slättbergsvägen 56, 461 40, Trollhättan",0520-49 01 01,58.2879736,12.3196469,14,1488,,14_SE2321000131-E000000014520,,,4105,0.000244,947,https://www.1177.se/hitta-vard/kontaktkort/BVC-Stavre-Vardcentral/,,live_2026-07-21,2026-08-26
,Mjölkuddens vårdcentral,Privat,False,,,65.6013489,22.1301386,25,2580,,25_X0639,,,3818,0.000262,702,,,,2026-08-26
SE2321000065-7330028996201,Moheda vårdcentral,Region,False,"Storgatan 2, MOHEDA",0472-59 43 60,57.000522,14.5746188,07,0764,,07_SE2321000065-7330028996201,,,862,0.00116,199,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Moheda-Vardcentralen-Moheda/,,live_2026-07-21,2026-08-26
SE2321000222-0269428,Moro Backe health center,Region,False,"Höjdgatan 14, 931 51 Skellefteå",090-785 91 15,64.7533481,21.0267214,24,2482,,24_SE2321000222-0269428,,,2640,0.000379,511,https://www.1177.se/hitta-vard/kontaktkort/Barnhalsovard-Moro-Backe-halsocentral/,,live_2026-07-21,2026-08-26
SE162321000156-3VFX,Munkfors health center,Region,False,"Tallåsvägen 6, Munkfors",010-834 78 79,59.8320179,13.5429479,17,1762,,17_SE162321000156-3VFX,,,641,0.001558,249,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-vardcentralen-Munkfors/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000214-E013586,Myrvikens hälsocentral,Region,False,"Dalsätravägen 6 A, 845 71 Oviken",0643-44 55 20,63.0001719,14.3342394,23,2326,,23_SE2321000214-E013586,,,591,0.001691,238,https://www.1177.se/hitta-vard/kontaktkort/Myrvikens-halsocentral/,,live_2026-07-21,2026-08-26
,Mödrahälsovården Torsås,Region,False,,,56.4114127,15.9969809,08,0834,,08_X0644,,,489,0.002042,272,,,,2026-08-26
SE2321000073-XZMF,Mödrahälsovården familjecentralen Södermöre,Region,True,"Harbyvägen 3, Ljungbyholm",010-358 96 77,56.6341434,16.1673724,08,0880,,08_SE2321000073-XZMF,,,1265,0.00079,615,https://www.1177.se/hitta-vard/kontaktkort/Barnhalsovardsmottagningen-familjecentralen-Sodermore/,,live_2026-07-21,2026-08-26
SE2321000073-XZK8,Mödrahälsovårdsmottagningen familjecentralen Nybro,Region,True,"Tunnelgatan 6, Nybro",010-358 07 11,56.7437048,15.9114612,08,0881,,08_SE2321000073-XZK8,,,512,0.001953,1090,https://www.1177.se/hitta-vard/kontaktkort/Barnhalsovardsmottagningen-familjecentralen-Nybro/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
,Mödravårdscentral Samariten,Region,False,,,56.1870998,14.85177,10,1082,,10_X0647,,,1471,0.00068,1181,,,,2026-08-26
SE162321000156-4G9N,Mörmo gård,Unknown,False,"Mörmovägen 45, Skoghall",010-831 84 32,59.3275392,13.4740023,17,1761,,17_SE162321000156-4G9N,,,1465,0.000682,1177,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Mormo-Gard-Skoghall/,,live_2026-07-21,2026-08-26
SE2321000206-E00437,Njurunda Vårdcentral,Privat,False,Affärsgatan 1,060-51 53 00,62.2968903,17.3786641,22,2281,,22_SE2321000206-E00437,,,1560,0.000641,747,https://www.1177.se/hitta-vard/kontaktkort/Doktorse-Njurunda-Vardcentral/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000172-2B6X,Norberg Medical Centre,Region,True,"Borgvägen 3, Norberg",,60.0602044,15.928307,19,1962,,19_SE2321000172-2B6X,,,1479,0.000676,266,https://www.1177.se/hitta-vard/kontaktkort/Norberg-Barnavardscentral/,,live_2026-07-21,2026-08-26
SE2321000222-0000297,Norsjö hälsocentral,Region,False,"Storgatan 33, 935 32 Norsjö",090-785 91 16,64.9089402,19.4921599,24,2417,,24_SE2321000222-0000297,,,424,0.002356,254,https://www.1177.se/hitta-vard/kontaktkort/Norsjo-halsocentral/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE162321000255-O17682,Nova Clinic BVC,Privat,True,"Missunnavägen 9, Ystad",0411-668 50,55.4316367,13.79802,12,1286,,12_SE162321000255-O17682,,,2730,0.000366,425,https://www.1177.se/hitta-vard/kontaktkort/Capio-Barnavardscentral-Ystad/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000214-0037564,Nya Närvården NNV AB,Privat,False,"Telegatan 8C, 833 51 HOTING",010-161 30 20,64.114381,16.2078865,23,2313,,23_SE2321000214-0037564,,,196,0.005095,49,https://www.1177.se/hitta-vard/kontaktkort/Nya-Narvarden-Hoting-och-Stromsund/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000131-E000000000310,"Närhälsan Backa barnavårdscentral, Hisings Backa",Region,False,"Rimmaregatan 2, 42255, Hisings Backa",,57.7473071,11.9872621,14,1480,,14_SE2321000131-E000000000310,,,16501,6.1e-05,0,https://www.1177.se/hitta-vard/kontaktkort/Narhalsan-Backa-vardcentral-Hisings-Backa/,,live_2026-07-21,2026-08-26
,"Närhälsan Bengtsfors barnavårdscentral, Bengtsfors",Region,False,,,59.0286485,12.2260779,14,1460,,14_X0655,,,970,0.00103,330,,,,2026-08-26
,"Närhälsan Biskopsgården barnavårdscentral, Göteborg",Region,False,,,57.7134153,11.8939509,14,1480,,14_X0656,,,16823,5.9e-05,658,,,,2026-08-26
SE2321000131-E000000001708,"Närhälsan Bjurslätt barnavårdscentral, Hisingen Göteborg",Privat,False,"Bjurslätts torg 6, 41725, Göteborg",,57.7292392,11.926231,14,1480,,14_SE2321000131-E000000001708,,,16217,6.2e-05,965,https://www.1177.se/hitta-vard/kontaktkort/Narhalsan-Bjurslatt-vardcentral-Hisingen-Goteborg/,,live_2026-07-21,2026-08-26
